ticker,shortName,sector,industry,lastPrice,rank_overall,rank_raw,score_FINAL_adj,score_FINAL,rating,data_completeness_pct,metrics_with_data,metrics_total,score_valuation,score_profitability,score_growth,score_financial_health,score_trailingPE,score_forwardPE,score_trailingPegRatio,score_priceToBook,score_priceToSalesTrailing12Months,score_enterpriseToEbitda,score_returnOnEquity,score_returnOnAssets,score_profitMargins,score_grossMargins,score_operatingMargins,score_ebitdaMargins,score_revenueGrowth,score_earningsGrowth,score_earningsQuarterlyGrowth,score_debtToEquity,score_currentRatio,score_quickRatio,score_freeCashflow
VICI,VICI Properties Inc.,Real Estate,REIT - Diversified,27.859899520874023,87,79,5.96,6.06,🔶 Neutral,94.7,18,19,6.34,7.09,3.33,7.77,9.51,8.84,2.42,8.99,1.46,6.19,2.91,4.41,9.98,9.91,9.98,10.0,2.88,3.35,3.85,6.21,10.0,10.0,5.63
ORCL,Oracle Corporation,Technology,Software - Infrastructure,144.3699951171875,87,95,5.96,5.96,🔶 Neutral,100.0,19,19,4.12,8.16,8.1,3.32,4.48,4.09,8.5,1.25,1.93,2.32,9.29,6.19,8.49,8.22,8.26,8.41,8.94,7.51,7.79,0.58,6.22,7.82,0.09
FDS,FactSet Research Systems Inc.,Financial Services,Financial Data & Stock Exchanges,224.69000244140625,89,96,5.95,5.95,🔶 Neutral,100.0,19,19,6.75,7.8,3.63,5.32,8.58,7.68,7.44,3.89,4.24,7.91,7.7,8.3,8.37,6.5,7.79,7.89,4.59,3.23,2.96,5.36,6.64,7.7,2.06
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,82.47000122070312,89,96,5.95,5.95,🔶 Neutral,100.0,19,19,3.93,7.12,7.47,5.64,3.65,4.0,7.48,2.32,2.37,1.98,7.21,6.67,7.27,8.07,6.95,6.22,6.55,7.89,8.05,5.96,2.59,4.39,9.29
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas E&P,447.04998779296875,89,80,5.95,6.05,🔶 Neutral,94.7,18,19,2.33,9.59,5.7,7.64,0.67,9.78,0.63,0.62,0.02,0.24,8.6,9.91,9.94,9.85,9.96,9.96,7.84,4.49,4.61,9.87,9.72,9.91,1.07
JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,158.47000122070312,92,99,5.94,5.94,🔶 Neutral,100.0,19,19,3.65,7.22,7.07,6.36,6.15,2.36,3.44,3.12,2.95,3.48,7.35,8.93,7.7,4.64,7.12,6.45,5.74,7.74,7.83,9.78,7.14,6.54,1.35
NFLX,"Netflix, Inc.",Communication Services,Entertainment,99.26000213623047,92,99,5.94,5.94,🔶 Neutral,100.0,19,19,1.75,8.04,8.12,6.9,1.7,1.59,3.7,0.95,0.93,0.73,8.95,9.25,8.36,6.04,6.82,6.92,8.42,7.98,7.94,6.15,4.62,7.12,9.89
ALGN,"Align Technology, Inc.",Healthcare,Medical Instruments & Supplies,178.3800048828125,92,99,5.94,5.94,🔶 Neutral,100.0,19,19,5.8,5.09,6.53,6.47,3.21,6.43,8.54,4.67,5.51,6.32,2.97,6.64,3.55,8.52,6.36,4.0,3.64,8.11,8.05,9.81,6.29,7.66,1.7
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,25.704999923706055,95,71,5.93,6.12,🔶 Neutral,89.5,17,19,7.95,4.42,8.27,2.83,7.94,8.43,8.6,8.49,6.77,6.65,2.13,3.59,4.54,6.73,6.43,6.05,6.79,9.07,9.07,4.47,1.01,1.23,3.98
ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,468.6300048828125,95,105,5.93,5.93,🔶 Neutral,100.0,19,19,1.19,7.51,7.44,9.2,0.75,0.43,3.18,1.72,0.19,0.3,5.66,7.8,8.8,8.15,7.89,7.57,8.57,6.76,6.91,9.93,9.81,9.87,7.2
SMCI,"Super Micro Computer, Inc.",Technology,Computer Hardware,23.6299991607666,95,82,5.93,6.03,🔶 Neutral,94.7,18,19,8.31,2.07,8.21,4.85,7.83,9.46,9.02,6.88,9.46,6.02,4.04,2.64,1.36,0.62,0.75,0.9,9.93,7.03,7.59,4.49,7.54,6.71,1.12
SCHW,Charles Schwab Corporation (The,Financial Services,Capital Markets,96.04000091552734,98,75,5.89,6.08,🔶 Neutral,89.5,17,19,5.81,6.18,8.41,3.44,6.79,6.67,7.93,3.83,1.63,7.16,6.11,1.08,9.74,9.87,9.7,0.36,8.6,8.39,8.22,2.88,0.99,3.17,6.78
MS,Morgan Stanley,Financial Services,Capital Markets,175.4550018310547,99,76,5.88,6.07,🔶 Neutral,89.5,17,19,5.88,5.57,7.07,5.72,7.85,6.65,4.22,5.78,3.68,7.16,5.46,0.79,8.32,9.66,8.97,0.36,6.95,7.2,7.05,0.5,8.36,8.92,6.78
SPGI,S&P Global Inc.,Financial Services,Financial Data & Stock Exchanges,440.4800109863281,100,109,5.86,5.86,🔶 Neutral,100.0,19,19,3.64,7.17,7.34,5.7,3.57,3.35,6.52,3.53,1.14,2.54,4.0,6.45,9.03,8.58,8.93,8.99,6.26,7.94,7.91,7.91,1.83,3.64,8.56
RL,Ralph Lauren Corporation,Consumer Cyclical,Apparel Manufacturing,373.9175109863281,100,109,5.86,5.86,🔶 Neutral,100.0,19,19,4.3,6.63,7.42,5.31,4.71,2.97,6.0,2.04,5.89,3.76,8.24,7.87,4.19,8.49,5.79,3.05,7.39,7.55,7.31,3.42,8.43,8.4,1.98
RJF,"Raymond James Financial, Inc.",Financial Services,Asset Management,146.42999267578125,102,82,5.84,6.03,🔶 Neutral,89.5,17,19,7.82,5.07,3.54,7.66,8.64,8.09,8.56,6.45,6.88,7.67,5.78,1.55,6.24,9.83,5.59,0.36,3.89,3.48,3.21,7.5,8.62,9.36,5.54
NDSN,Nordson Corporation,Industrials,Specialty Industrial Machinery,274.6300048828125,102,112,5.84,5.84,🔶 Neutral,100.0,19,19,3.29,6.78,7.67,6.21,3.63,2.5,4.6,3.29,2.49,2.82,5.89,7.21,7.14,6.84,6.97,7.16,6.16,8.5,8.45,5.91,9.08,8.56,1.81
GS,"Goldman Sachs Group, Inc. (The)",Financial Services,Capital Markets,900.7550048828125,102,82,5.84,6.03,🔶 Neutral,89.5,17,19,6.27,5.3,7.17,5.18,7.72,6.79,6.39,6.07,3.07,7.16,4.17,0.5,8.97,9.57,8.95,0.36,8.09,6.82,6.5,0.36,6.91,8.26,6.78
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,166.0749969482422,105,113,5.83,5.83,🔶 Neutral,100.0,19,19,7.81,2.51,7.17,5.34,8.28,7.81,8.07,6.5,9.48,5.79,5.4,2.99,1.38,0.84,0.62,1.01,1.92,10.0,10.0,5.48,5.89,5.68,4.36
TRV,"The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,299.739990234375,106,114,5.82,5.82,🔶 Neutral,100.0,19,19,7.36,4.69,5.7,5.08,9.46,8.26,3.1,7.03,8.13,9.18,6.53,2.92,5.43,2.36,7.14,3.25,2.72,7.4,7.2,8.47,0.28,0.56,9.42
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,774.260009765625,107,116,5.8,5.8,🔶 Neutral,100.0,19,19,5.49,6.33,2.9,9.23,7.36,6.3,5.98,5.98,2.24,3.29,4.5,5.93,9.25,5.53,6.6,6.75,2.28,3.45,2.99,9.51,9.68,9.83,7.94
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,Travel Services,284.6499938964844,107,116,5.8,5.8,🔶 Neutral,100.0,19,19,5.75,7.69,8.07,0.67,7.42,6.75,7.83,2.09,3.23,5.5,9.16,7.01,8.28,6.3,6.24,7.74,7.69,8.18,8.37,1.17,0.11,0.3,0.93
TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,349.375,109,122,5.77,5.77,🔶 Neutral,100.0,19,19,1.2,7.07,9.43,6.43,0.24,0.36,4.71,0.69,0.13,0.15,6.43,8.24,6.82,7.25,7.93,5.74,9.68,9.33,9.25,9.48,7.68,6.77,1.27
FFIV,"F5, Inc.",Technology,Software - Infrastructure,308.2099914550781,110,123,5.76,5.76,🔶 Neutral,100.0,19,19,3.59,7.48,5.75,6.86,4.64,3.94,3.83,3.27,2.32,2.65,6.56,7.23,8.07,9.44,7.16,6.43,5.45,5.94,5.89,9.55,7.01,8.22,2.39
KEYS,Keysight Technologies Inc.,Technology,Scientific & Technical Instruments,318.17498779296875,111,125,5.75,5.75,🔶 Neutral,100.0,19,19,1.75,5.96,9.12,7.27,0.88,0.9,4.75,1.87,0.86,0.36,5.83,5.83,6.71,7.79,3.79,4.47,9.07,9.18,9.1,7.61,8.97,9.05,3.76
PFE,"Pfizer, Inc.",Healthcare,Drug Manufacturers - General,27.05500030517578,111,99,5.75,5.94,🔶 Neutral,89.5,17,19,6.15,5.45,6.19,5.92,7.07,8.75,0.17,7.44,6.36,8.87,2.28,5.72,4.39,9.08,6.71,8.28,1.41,8.77,8.75,4.28,4.52,5.53,9.59
AON,Aon plc,Financial Services,Insurance Brokers,329.2250061035156,111,125,5.75,5.75,🔶 Neutral,100.0,19,19,4.47,7.43,7.26,3.7,7.25,5.93,2.67,2.11,3.4,4.75,9.12,5.89,7.83,5.85,8.06,7.27,2.81,9.64,9.66,1.74,4.11,1.02,7.79
FICO,Fair Isaac Corporation,Technology,Software - Application,1117.3599853515625,111,99,5.75,5.94,🔶 Neutral,89.5,17,19,4.18,8.87,6.21,4.6,1.51,2.9,8.52,9.59,0.47,0.88,6.93,9.96,9.35,9.55,9.53,8.92,8.26,5.61,4.51,7.55,2.49,6.06,2.02
ZTS,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,119.58000183105469,115,128,5.73,5.73,🔶 Neutral,100.0,19,19,4.43,9.0,3.86,5.93,6.97,5.7,4.11,1.03,2.34,5.68,9.46,9.27,8.75,8.77,8.69,8.45,2.47,4.69,4.51,0.79,9.4,9.01,6.19
BBY,"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,65.16999816894531,115,128,5.73,5.73,🔶 Neutral,100.0,19,19,8.02,4.22,6.9,2.74,9.07,8.95,7.5,3.4,9.63,9.63,8.58,6.88,1.1,1.81,0.95,1.14,1.47,9.83,9.83,2.22,4.09,1.57,2.93
SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,194.1750030517578,117,115,5.72,5.81,🔶 Neutral,94.7,18,19,2.97,8.92,9.05,2.12,8.8,1.1,2.42,1.27,0.5,2.39,9.7,5.55,10.0,9.46,9.72,9.91,7.65,9.79,9.81,0.52,0.15,0.54,7.25
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,229.76499938964844,118,132,5.7,5.7,🔶 Neutral,100.0,19,19,7.41,3.28,6.85,4.71,7.89,7.29,8.45,3.87,9.44,6.86,7.33,4.13,1.3,0.75,1.23,1.23,1.41,9.78,9.78,2.17,5.72,3.89,7.4
AXP,American Express Company,Financial Services,Credit Services,315.2900085449219,118,106,5.7,5.89,🔶 Neutral,89.5,17,19,5.21,5.64,6.74,6.14,6.84,5.78,6.5,2.43,5.4,2.14,8.26,3.03,6.6,7.98,4.13,0.36,6.82,6.76,6.61,1.42,6.5,8.32,9.71
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,160.44000244140625,120,128,5.64,5.73,🔶 Neutral,94.7,18,19,7.42,4.82,4.85,5.43,8.62,7.36,8.03,3.68,8.41,8.07,8.0,7.98,2.82,1.25,2.45,2.28,0.93,7.08,6.83,3.08,7.57,8.19,3.91
SNA,Snap-On Incorporated,Industrials,Tools & Accessories,378.5400085449219,120,136,5.64,5.64,🔶 Neutral,100.0,19,19,4.88,6.93,3.64,7.65,7.12,4.3,3.76,4.47,3.78,6.04,6.19,8.02,7.51,6.41,7.05,6.13,2.51,4.26,4.22,8.95,9.78,9.85,2.21
CB,Chubb Limited,Financial Services,Insurance - Property & Casualty,328.6199951171875,120,136,5.64,5.64,🔶 Neutral,100.0,19,19,6.61,4.34,6.26,5.05,9.14,7.83,1.8,7.53,6.73,7.16,4.34,2.19,6.79,2.37,6.77,4.34,3.7,7.69,7.57,8.34,0.34,0.5,9.44
STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,185.69000244140625,123,131,5.63,5.72,🔶 Neutral,94.7,18,19,5.75,3.1,7.94,6.2,5.93,7.59,2.62,5.4,7.93,5.25,4.07,5.87,2.19,0.95,1.4,1.83,7.88,8.06,7.89,6.93,9.44,7.55,0.99
YUM,"Yum! Brands, Inc.",Consumer Cyclical,Restaurants,159.13999938964844,124,116,5.62,5.8,🔶 Neutral,89.5,17,19,4.19,7.63,6.51,5.03,3.96,2.77,4.02,9.48,2.52,2.43,7.04,9.83,7.35,5.74,8.15,7.61,4.29,7.66,7.77,2.38,6.21,7.33,5.18
PHM,"PulteGroup, Inc.",Consumer Cyclical,Residential Construction,120.32499694824219,124,140,5.62,5.62,🔶 Neutral,100.0,19,19,8.41,5.25,0.79,7.95,9.48,8.19,8.0,7.42,8.19,9.4,6.04,8.26,5.01,2.11,4.34,3.35,0.64,0.88,0.88,9.07,9.94,6.66,5.66
HUM,Humana Inc.,Healthcare,Healthcare Plans,196.81500244140625,124,116,5.62,5.8,🔶 Neutral,89.5,17,19,8.18,1.55,6.51,6.67,6.99,7.16,8.09,8.54,9.81,9.81,1.66,3.63,0.73,1.05,0.26,0.79,7.08,6.38,5.99,5.27,8.21,8.64,5.23
EXE,Expand Energy Corporation,Energy,Oil & Gas E&P,99.3499984741211,127,121,5.6,5.78,🔶 Neutral,89.5,17,19,6.82,5.64,5.03,5.31,8.97,8.22,0.36,8.71,6.86,9.76,2.84,5.85,6.44,5.61,7.42,8.84,9.59,2.72,2.41,8.56,2.94,4.8,4.19
AAPL,Apple Inc.,Technology,Consumer Electronics,257.2300109863281,127,141,5.6,5.6,🔶 Neutral,100.0,19,19,1.77,8.66,7.35,5.33,2.88,1.2,3.25,0.17,1.1,1.14,9.85,9.87,8.58,5.89,8.77,7.51,8.16,6.92,6.91,3.21,2.75,5.87,10.0
NDAQ,"Nasdaq, Inc.",Financial Services,Financial Data & Stock Exchanges,88.80999755859375,127,141,5.6,5.6,🔶 Neutral,100.0,19,19,3.06,7.55,8.3,3.61,3.93,3.1,3.53,3.66,0.82,2.73,5.36,4.56,9.51,9.96,9.63,9.44,7.74,8.62,8.58,4.3,2.94,0.58,5.87
HST,"Host Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel,19.735000610351562,130,134,5.59,5.68,🔶 Neutral,94.7,18,19,5.36,3.62,7.59,6.33,7.55,3.07,2.42,6.82,6.56,7.5,3.4,3.33,4.47,2.32,2.6,6.02,7.52,7.64,7.61,4.02,8.77,9.42,4.21
BLK,"BlackRock, Inc.",Financial Services,Asset Management,1009.0900268554688,130,143,5.59,5.59,🔶 Neutral,100.0,19,19,4.91,5.5,4.03,8.66,3.98,5.51,7.53,5.7,1.91,3.66,3.08,2.69,8.09,5.81,8.86,8.09,9.11,1.32,1.25,8.82,8.3,8.44,9.01
GL,Globe Life Inc.,Financial Services,Insurance - Life,147.2050018310547,132,135,5.57,5.66,🔶 Neutral,94.7,18,19,8.01,5.36,4.41,4.06,9.53,9.16,6.27,7.16,7.18,8.71,6.5,2.49,7.46,3.03,6.75,6.15,2.76,5.86,4.65,6.82,1.54,3.12,4.02
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,204.77000427246094,133,145,5.56,5.56,🔶 Neutral,100.0,19,19,5.75,6.88,3.66,5.98,4.5,7.48,9.36,3.14,3.31,5.16,6.53,7.2,6.64,6.9,7.21,7.29,5.04,2.89,2.96,2.75,8.34,7.51,6.26
ALLE,Allegion plc,Industrials,Security & Protection Services,143.75,133,145,5.56,5.56,🔶 Neutral,100.0,19,19,5.17,7.11,5.06,4.82,7.23,6.07,3.46,2.67,5.59,5.81,8.45,8.45,6.52,5.59,6.07,5.61,6.42,4.32,4.36,3.18,7.91,7.25,1.78
MDT,Medtronic plc.,Healthcare,Medical Devices,87.90499877929688,133,145,5.56,5.56,🔶 Neutral,100.0,19,19,6.03,4.92,3.67,8.03,5.31,6.47,6.56,6.49,5.5,5.66,2.54,3.98,5.55,8.11,5.66,5.98,6.11,2.26,2.47,6.64,8.92,8.69,8.3
PEP,"Pepsico, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,153.5,136,150,5.55,5.55,🔶 Neutral,100.0,19,19,4.92,6.06,7.28,3.69,4.6,5.4,5.64,1.55,6.6,5.64,8.97,7.68,3.01,6.75,3.12,3.53,3.81,9.14,9.14,0.84,2.06,3.25,9.1
CHTR,"Charter Communications, Inc.",Communication Services,Telecom Services,223.09500122070312,137,153,5.53,5.53,🔶 Neutral,100.0,19,19,9.4,6.23,2.74,2.32,9.93,9.87,9.7,7.5,9.42,9.66,7.74,5.61,3.2,6.86,6.92,8.17,1.18,4.21,2.84,0.43,0.36,1.14,7.5
MRK,"Merck & Company, Inc.",Healthcare,Drug Manufacturers - General,122.4540023803711,138,155,5.52,5.52,🔶 Neutral,100.0,19,19,4.89,8.68,2.35,6.47,7.93,7.33,1.12,2.88,2.93,7.4,8.54,8.69,8.73,9.14,8.34,8.58,3.48,1.78,1.7,3.51,6.97,6.64,9.4
FIS,Fidelity National Information S,Technology,Information Technology Services,47.04999923706055,139,157,5.51,5.51,🔶 Neutral,100.0,19,19,6.81,3.15,8.14,3.23,0.65,9.61,9.81,7.59,6.49,6.84,0.88,3.76,1.48,3.51,6.88,6.67,5.89,9.35,9.35,3.53,0.82,1.97,6.28
LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,628.47998046875,139,157,5.51,5.51,🔶 Neutral,100.0,19,19,4.26,4.69,8.51,4.64,3.76,3.48,7.1,0.58,7.16,2.34,9.57,6.92,2.26,0.73,1.78,1.74,6.33,9.68,9.68,0.69,3.96,6.32,8.71
NUE,Nucor Corporation,Basic Materials,Steel,180.80499267578125,141,143,5.5,5.59,🔶 Neutral,94.7,18,19,6.11,2.32,7.36,6.68,5.59,7.01,2.62,7.07,8.3,7.59,2.5,4.21,1.94,0.82,1.33,2.07,6.05,8.03,8.1,8.24,9.35,8.5,0.69
STE,STERIS plc (Ireland),Healthcare,Medical Devices,224.0500030517578,141,159,5.5,5.5,🔶 Neutral,100.0,19,19,4.24,4.76,6.33,7.27,3.33,3.12,5.74,5.31,3.81,4.32,3.01,6.34,4.34,5.44,4.49,6.09,6.38,6.24,6.36,8.49,8.86,8.62,3.14
T,AT&T Inc.,Communication Services,Telecom Services,27.344999313354492,143,161,5.48,5.48,🔶 Neutral,100.0,19,19,7.99,5.93,2.93,4.32,9.72,8.07,6.09,7.57,7.83,8.97,6.26,3.35,6.84,7.48,4.47,7.55,2.76,2.98,3.07,2.6,2.27,3.02,9.5
FDX,FedEx Corporation,Industrials,Integrated Freight & Logistics,371.2349853515625,144,162,5.47,5.47,🔶 Neutral,100.0,19,19,6.91,3.31,6.55,4.68,7.1,5.48,7.35,5.48,8.65,8.06,5.5,4.5,1.87,2.15,1.36,2.02,5.93,6.82,6.93,2.19,6.8,7.57,3.25
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,51.81999969482422,144,99,5.47,5.94,🔶 Neutral,73.7,14,19,7.76,3.58,6.38,5.6,8.84,8.34,8.47,8.52,4.26,7.16,2.91,0.43,8.82,0.23,9.33,0.36,5.04,7.3,6.86,7.22,3.66,4.09,6.78
BRO,"Brown & Brown, Inc.",Financial Services,Insurance Brokers,67.55999755859375,144,145,5.47,5.56,🔶 Neutral,94.7,18,19,6.01,5.28,6.32,4.31,6.54,6.93,6.27,7.4,3.63,4.11,3.33,3.55,7.08,6.15,6.62,7.4,9.51,1.95,7.7,6.19,3.2,1.55,5.38
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,304.010009765625,147,136,5.46,5.64,🔶 Neutral,89.5,17,19,3.85,8.36,5.98,4.48,4.67,2.8,2.04,9.96,1.18,2.79,7.04,8.95,9.31,7.16,9.5,9.21,6.55,5.66,5.69,2.38,2.59,4.47,8.9
DAL,"Delta Air Lines, Inc.",Industrials,Airlines,69.63500213623047,147,150,5.46,5.55,🔶 Neutral,94.7,18,19,7.83,3.85,6.4,3.18,9.7,9.27,3.88,6.65,9.01,9.1,7.66,3.87,2.71,1.63,1.76,1.98,2.41,8.56,8.54,3.23,0.4,0.86,7.76
D,"Dominion Energy, Inc.",Utilities,Utilities - Regulated Electric,62.58000183105469,149,165,5.45,5.45,🔶 Neutral,100.0,19,19,5.34,4.95,9.42,1.3,7.48,5.57,1.96,7.14,4.5,5.93,2.71,2.17,7.01,6.13,6.26,8.95,8.72,9.81,9.79,1.94,1.63,1.34,0.17
NVR,"NVR, Inc.",Consumer Cyclical,Residential Construction,6789.93017578125,149,152,5.45,5.54,🔶 Neutral,94.7,18,19,6.86,6.03,1.53,7.98,8.24,6.17,7.77,3.31,7.31,8.36,8.17,9.57,5.4,1.85,4.11,3.01,0.75,2.13,1.74,8.5,9.87,9.7,4.1
DG,Dollar General Corporation,Consumer Defensive,Discount Stores,122.48500061035156,149,165,5.45,5.45,🔶 Neutral,100.0,19,19,6.8,3.3,7.65,3.38,7.59,5.94,6.88,4.64,9.18,6.43,6.3,3.96,1.46,2.6,1.18,1.35,4.0,9.61,9.63,1.53,4.26,0.43,7.07
CNC,Centene Corporation,Healthcare,Healthcare Plans,37.040000915527344,152,132,5.43,5.7,🔶 Neutral,84.2,16,19,8.88,0.4,7.2,5.68,7.46,9.07,8.84,9.16,9.85,9.57,0.07,0.52,0.36,0.77,0.24,0.67,9.05,6.38,5.99,3.68,4.04,7.05,8.62
IQV,"IQVIA Holdings, Inc.",Healthcare,Diagnostics & Research,174.38999938964844,153,169,5.42,5.42,🔶 Neutral,100.0,19,19,6.59,4.22,7.06,3.13,6.3,7.4,9.05,3.44,7.33,4.3,6.65,4.54,2.79,2.88,3.42,3.18,6.72,7.46,7.01,0.92,1.46,3.49,7.16
PNC,"PNC Financial Services Group, I",Financial Services,Banks - Regional,219.6800994873047,153,107,5.42,5.88,🔶 Neutral,73.7,14,19,6.56,3.85,7.3,5.6,8.93,8.24,3.27,8.04,3.64,7.16,3.55,0.73,9.21,0.23,9.07,0.36,6.5,7.78,7.68,7.22,3.66,4.09,6.78
EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,137.1750030517578,153,169,5.42,5.42,🔶 Neutral,100.0,19,19,6.13,6.96,1.17,7.76,8.41,8.15,1.03,6.15,4.99,9.36,5.72,7.25,7.96,7.81,4.0,9.14,1.68,0.9,0.9,8.39,7.29,8.04,7.23
FITB,Fifth Third Bancorp,Financial Services,Banks - Regional,49.15999984741211,156,108,5.41,5.87,🔶 Neutral,73.7,14,19,6.65,3.86,7.15,5.6,8.75,8.58,4.54,7.83,2.56,7.16,3.61,0.69,9.14,0.23,9.2,0.36,7.18,7.23,7.03,7.22,3.66,4.09,6.78
PAYX,"Paychex, Inc.",Technology,Software - Application,91.5199966430664,157,136,5.37,5.64,🔶 Neutral,84.2,16,19,4.12,7.6,6.81,4.01,6.88,5.85,4.65,1.98,1.16,1.68,6.93,5.78,8.54,8.26,9.4,8.19,8.67,5.77,5.85,2.56,4.43,1.05,7.69
GPN,Global Payments Inc.,Industrials,Specialty Business Services,65.36000061035156,158,175,5.35,5.35,🔶 Neutral,100.0,19,19,8.88,4.99,0.92,6.02,8.52,9.91,9.93,9.33,6.43,8.41,1.14,1.83,7.03,8.8,7.53,8.56,1.68,0.52,0.5,3.57,7.51,7.79,6.04
STX,Seagate Technology Holdings PLC,Technology,Computer Hardware,496.3500061035156,158,168,5.35,5.44,🔶 Neutral,94.7,18,19,2.52,7.47,9.11,2.71,0.86,1.89,9.18,0.02,0.54,0.47,8.05,9.66,7.5,3.94,7.85,6.47,8.91,9.16,9.29,0.11,4.17,3.35,3.85
HPQ,HP Inc.,Technology,Computer Hardware,18.854999542236328,158,155,5.35,5.52,🔶 Neutral,89.5,17,19,8.92,3.99,3.95,4.29,9.89,9.72,5.63,9.72,9.64,9.71,8.05,5.68,1.7,1.61,1.21,1.42,4.45,3.7,3.67,5.56,1.51,1.78,7.57
BK,The Bank of New York Mellon Cor,Financial Services,Banks - Diversified,127.83999633789062,161,116,5.34,5.8,🔶 Neutral,73.7,14,19,6.55,3.82,7.05,5.6,7.79,6.9,7.23,6.56,3.12,7.16,3.91,0.75,8.67,0.23,8.9,0.36,5.66,7.83,7.77,7.22,3.66,4.09,6.78
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,591.97998046875,161,176,5.34,5.34,🔶 Neutral,100.0,19,19,4.51,4.58,6.14,6.55,3.87,3.72,6.54,2.34,6.37,3.79,7.23,7.03,2.84,2.06,2.32,2.56,1.85,8.43,8.49,6.36,7.72,6.88,5.36
A,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,116.70999908447266,163,178,5.33,5.33,🔶 Neutral,100.0,19,19,4.54,6.78,3.81,6.61,4.53,4.28,7.61,3.35,2.9,3.16,6.47,7.4,7.05,6.56,6.52,6.34,4.5,3.32,3.57,6.8,8.41,8.49,3.07
PNR,Pentair plc.,Industrials,Specialty Industrial Machinery,90.40499877929688,164,180,5.32,5.32,🔶 Neutral,100.0,19,19,5.58,6.11,3.85,5.79,6.04,5.89,7.29,3.98,4.17,5.14,5.93,7.72,6.47,4.19,5.78,5.83,3.36,4.12,4.11,7.59,7.16,5.98,2.09
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,221.7449951171875,164,180,5.32,5.32,🔶 Neutral,100.0,19,19,3.78,5.33,5.98,6.78,3.4,2.13,6.02,2.84,4.52,3.63,6.8,6.62,3.83,6.24,2.22,3.81,7.79,4.56,5.54,7.7,3.33,5.85,9.87
ADP,"Automatic Data Processing, Inc.",Technology,Software - Application,202.91000366210938,164,180,5.32,5.32,🔶 Neutral,100.0,19,19,4.3,6.99,5.49,4.53,7.2,5.35,2.24,1.23,3.74,5.94,9.51,4.11,7.53,6.0,7.18,6.64,4.12,6.19,6.29,5.63,3.11,0.19,8.09
USB,U.S. Bancorp,Financial Services,Banks - Regional,55.01499938964844,167,123,5.31,5.76,🔶 Neutral,73.7,14,19,7.19,3.78,6.14,5.6,9.25,8.64,4.21,8.32,5.36,7.16,3.59,0.64,8.9,0.23,9.08,0.36,3.64,7.53,7.44,7.22,3.66,4.09,6.78
ADSK,"Autodesk, Inc.",Technology,Software - Application,243.96499633789062,167,183,5.31,5.31,🔶 Neutral,100.0,19,19,3.29,7.84,6.06,4.26,1.21,4.49,8.49,0.82,1.51,0.97,8.69,7.94,6.41,9.79,7.36,5.93,8.62,4.72,4.65,3.74,2.04,3.72,7.55
CFG,"Citizens Financial Group, Inc.",Financial Services,Banks - Regional,63.775001525878906,169,111,5.3,5.85,🔶 Neutral,68.4,13,19,6.84,3.07,7.66,5.6,7.98,8.52,4.41,8.88,4.07,7.16,1.74,0.41,8.3,0.23,8.21,0.36,6.87,8.07,8.1,7.22,3.66,4.09,6.78
CVS,CVS Health Corporation,Healthcare,Healthcare Plans,78.41000366210938,169,184,5.3,5.3,🔶 Neutral,100.0,19,19,7.33,0.93,8.12,4.18,0.84,8.73,9.87,8.62,9.74,6.88,0.8,1.6,0.64,0.99,0.5,0.86,5.96,9.25,9.31,3.14,1.93,2.75,8.84
CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,289.3399963378906,169,184,5.3,5.3,🔶 Neutral,100.0,19,19,1.1,7.95,5.72,7.75,0.58,0.92,2.8,1.1,0.22,0.41,6.75,8.34,7.72,9.64,8.36,7.68,4.12,6.5,6.67,6.99,9.27,9.57,5.7
